date,open,high,low,close,amount,volume
2008-03-26,104.25,104.25,104.25,104.25,1680.0,0.0
2008-03-27,104.47,104.47,104.47,104.47,880.0,0.0
2008-03-28,104.42,104.42,104.42,104.42,2570.0,0.0
2008-03-31,104.34,104.34,104.34,104.34,280.0,0.0
2008-04-01,104.3,104.3,104.3,104.3,420.0,0.0
2008-04-02,104.3,104.3,104.3,104.3,1200.0,0.0
2008-04-03,104.28,104.28,104.28,104.28,710.0,0.0
2008-04-07,104.4,104.4,104.4,104.4,310.0,0.0
2008-04-08,104.42,104.42,104.42,104.42,390.0,0.0
2008-04-09,104.38,104.38,104.38,104.38,430.0,0.0
2008-04-10,104.44,104.44,104.44,104.44,200.0,0.0
2008-04-11,104.43,104.43,104.43,104.43,560.0,0.0
2008-04-14,104.52,104.52,104.52,104.52,130.0,0.0
2008-04-15,104.55,104.55,104.55,104.55,410.0,0.0
2008-04-16,104.55,104.55,104.55,104.55,1330.0,0.0
2008-04-17,104.59,104.59,104.59,104.59,320.0,0.0
2008-04-18,104.69,104.69,104.69,104.69,120.0,0.0
2008-04-21,104.75,104.75,104.75,104.75,675.0,0.0
2008-04-22,104.78,104.78,104.78,104.78,1680.0,0.0
2008-04-23,104.77,104.77,104.77,104.77,1000.0,0.0
2008-04-24,104.56,104.56,104.56,104.56,1130.0,0.0
2008-04-25,104.59,104.59,104.59,104.59,230.0,0.0
2008-04-28,104.55,104.55,104.55,104.55,490.0,0.0
2008-04-29,104.41,104.41,104.41,104.41,250.0,0.0
2008-04-30,104.38,104.38,104.38,104.38,0.0,0.0
2008-05-04,104.52,104.52,104.52,104.52,450.0,0.0
2008-05-05,104.53,104.53,104.53,104.53,200.0,0.0
2008-05-06,104.6,104.6,104.6,104.6,540.0,0.0
2008-05-07,103.98,103.98,103.98,103.98,3130.0,0.0
2008-05-08,104.14,104.14,104.14,104.14,3210.0,0.0
2008-05-09,104.12,104.12,104.12,104.12,3550.0,0.0
2008-05-12,104.13,104.13,104.13,104.13,3930.0,0.0
2008-05-13,104.08,104.08,104.08,104.08,220.0,0.0
2008-05-14,104.02,104.02,104.02,104.02,30.0,0.0
2008-05-15,103.99,103.99,103.99,103.99,200.0,0.0
2008-05-16,103.93,103.93,103.93,103.93,130.0,0.0
2008-05-19,103.88,103.88,103.88,103.88,400.0,0.0
2008-05-20,103.88,103.88,103.88,103.88,30.0,0.0
2008-05-21,103.94,103.94,103.94,103.94,180.0,0.0
2008-05-22,104.0,104.0,104.0,104.0,0.0,0.0
2008-05-23,104.03,104.03,104.03,104.03,0.0,0.0
2008-05-26,104.08,104.08,104.08,104.08,300.0,0.0
2008-05-27,104.03,104.03,104.03,104.03,0.0,0.0
2008-05-28,104.06,104.06,104.06,104.06,750.0,0.0
2008-05-29,104.09,104.09,104.09,104.09,390.0,0.0
2008-05-30,104.12,104.12,104.12,104.12,290.0,0.0
2008-06-02,104.15,104.15,104.15,104.15,300.0,0.0
2008-06-03,104.23,104.23,104.23,104.23,1010.0,0.0
2008-06-04,104.18,104.18,104.18,104.18,30.0,0.0
2008-06-05,104.19,104.19,104.19,104.19,500.0,0.0
2008-06-06,104.19,104.19,104.19,104.19,100.0,0.0
2008-06-10,103.87,103.87,103.87,103.87,200.0,0.0
2008-06-11,103.09,103.09,103.09,103.09,300.0,0.0
2008-06-12,103.26,103.26,103.26,103.26,500.0,0.0
2008-06-13,103.25,103.25,103.25,103.25,120.0,0.0
2008-06-16,103.27,103.27,103.27,103.27,300.0,0.0
2008-06-17,103.16,103.16,103.16,103.16,100.0,0.0
2008-06-18,103.18,103.18,103.18,103.18,300.0,0.0
2008-06-19,103.17,103.17,103.17,103.17,0.0,0.0
2008-06-20,102.54,102.54,102.54,102.54,0.0,0.0
2008-06-23,102.37,102.37,102.37,102.37,1340.0,0.0
2008-06-24,102.39,102.39,102.39,102.39,220.0,0.0
2008-06-25,102.49,102.49,102.49,102.49,465.0,0.0
2008-06-26,102.1,102.1,102.1,102.1,1560.0,0.0
2008-06-27,101.77,101.77,101.77,101.77,1000.0,0.0
2008-06-30,101.89,101.89,101.89,101.89,640.0,0.0
2008-07-01,101.87,101.87,101.87,101.87,1435.0,0.0
2008-07-02,101.68,101.68,101.68,101.68,720.0,0.0
2008-07-03,101.87,101.87,101.87,101.87,1490.0,0.0
2008-07-04,101.83,101.83,101.83,101.83,900.0,0.0
2008-07-07,101.92,101.92,101.92,101.92,910.0,0.0
2008-07-08,101.92,101.92,101.92,101.92,280.0,0.0
2008-07-09,102.18,102.18,102.18,102.18,1680.0,0.0
2008-07-10,102.38,102.38,102.38,102.38,1850.0,0.0
2008-07-11,102.57,102.57,102.57,102.57,360.0,0.0
2008-07-14,102.69,102.69,102.69,102.69,2100.0,0.0
2008-07-15,102.7,102.7,102.7,102.7,1800.0,0.0
2008-07-16,102.84,102.84,102.84,102.84,1620.0,0.0
2008-07-17,102.74,102.74,102.74,102.74,1771.4,0.0
2008-07-18,102.77,102.77,102.77,102.77,1820.0,0.0
2008-07-21,103.01,103.01,103.01,103.01,2310.0,0.0
2008-07-22,102.84,102.84,102.84,102.84,1780.0,0.0
2008-07-23,102.85,102.85,102.85,102.85,1910.0,0.0
2008-07-24,102.82,102.82,102.82,102.82,1755.7,0.0
2008-07-25,102.79,102.79,102.79,102.79,1540.0,0.0
2008-07-28,102.86,102.86,102.86,102.86,1850.0,0.0
2008-07-29,102.89,102.89,102.89,102.89,2520.0,0.0
2008-07-30,102.88,102.88,102.88,102.88,2020.0,0.0
2008-07-31,102.9,102.9,102.9,102.9,1600.0,0.0
2008-08-01,102.77,102.77,102.77,102.77,1610.0,0.0
2008-08-04,102.77,102.77,102.77,102.77,1990.0,0.0
2008-08-05,102.87,102.87,102.87,102.87,130.0,0.0
2008-08-06,102.93,102.93,102.93,102.93,250.0,0.0
2008-08-07,102.66,102.66,102.66,102.66,0.0,0.0
2008-08-08,102.8,102.8,102.8,102.8,0.0,0.0
2008-08-11,102.51,102.51,102.51,102.51,300.0,0.0
2008-08-12,102.63,102.63,102.63,102.63,50.0,0.0
2008-08-13,102.75,102.75,102.75,102.75,350.0,0.0
2008-08-14,102.83,102.83,102.83,102.83,130.0,0.0
2008-08-15,103.33,103.33,103.33,103.33,200.0,0.0
2008-08-18,103.43,103.43,103.43,103.43,440.0,0.0
2008-08-19,103.38,103.38,103.38,103.38,0.0,0.0
2008-08-20,103.49,103.49,103.49,103.49,110.0,0.0
2008-08-21,103.6,103.6,103.6,103.6,80.0,0.0
2008-08-22,103.81,103.81,103.81,103.81,180.0,0.0
2008-08-25,103.76,103.76,103.76,103.76,410.0,0.0
2008-08-26,103.9,103.9,103.9,103.9,40.0,0.0
2008-08-27,104.18,104.18,104.18,104.18,170.0,0.0
2008-08-28,104.5,104.5,104.5,104.5,330.0,0.0
2008-08-29,104.81,104.81,104.81,104.81,60.0,0.0
2008-09-01,105.41,105.41,105.41,105.41,550.0,0.0
2008-09-02,105.35,105.35,105.35,105.35,140.0,0.0
2008-09-03,105.51,105.51,105.51,105.51,310.0,0.0
2008-09-04,105.43,105.43,105.43,105.43,241.0,0.0
2008-09-05,105.42,105.42,105.42,105.42,690.0,0.0
2008-09-08,105.31,105.31,105.31,105.31,910.0,0.0
2008-09-09,105.55,105.55,105.55,105.55,1785.0,0.0
2008-09-10,106.01,106.01,106.01,106.01,1320.0,0.0
2008-09-11,106.17,106.17,106.17,106.17,291.0,0.0
2008-09-12,106.75,106.75,106.75,106.75,245.0,0.0
2008-09-16,108.4,108.4,108.4,108.4,740.0,0.0
2008-09-17,109.03,109.03,109.03,109.03,116.0,0.0
2008-09-18,109.03,109.03,109.03,109.03,570.0,0.0
2008-09-19,108.9,108.9,108.9,108.9,680.0,0.0
2008-09-22,108.58,108.58,108.58,108.58,40.0,0.0
2008-09-23,108.44,108.44,108.44,108.44,700.0,0.0
2008-09-24,108.54,108.54,108.54,108.54,185.0,0.0
2008-09-25,108.64,108.64,108.64,108.64,140.0,0.0
2008-09-26,108.75,108.75,108.75,108.75,320.0,0.0
2008-09-27,108.8,108.8,108.8,108.8,170.0,0.0
2008-09-28,108.92,108.92,108.92,108.92,440.0,0.0
2008-10-06,109.18,109.18,109.18,109.18,960.0,0.0
2008-10-07,110.42,110.42,110.42,110.42,2942.0,0.0
2008-10-08,111.67,111.67,111.67,111.67,4400.0,0.0
2008-10-09,113.7,113.7,113.7,113.7,2580.0,0.0
2008-10-10,114.18,114.18,114.18,114.18,2359.0,0.0
2008-10-13,113.73,113.73,113.73,113.73,1470.0,0.0
2008-10-14,113.59,113.59,113.59,113.59,980.0,0.0
2008-10-15,113.83,113.83,113.83,113.83,1620.0,0.0
2008-10-16,113.63,113.63,113.63,113.63,1060.0,0.0
2008-10-17,113.38,113.38,113.38,113.38,1910.0,0.0
2008-10-20,113.41,113.41,113.41,113.41,1420.0,0.0
2008-10-21,113.53,113.53,113.53,113.53,1120.0,0.0
2008-10-22,113.33,113.33,113.33,113.33,1800.0,0.0
2008-10-23,113.43,113.43,113.43,113.43,820.0,0.0
2008-10-24,113.45,113.45,113.45,113.45,1550.0,0.0
2008-10-27,113.64,113.64,113.64,113.64,290.0,0.0
2008-10-28,114.26,114.26,114.26,114.26,550.0,0.0
2008-10-29,114.38,114.38,114.38,114.38,1790.0,0.0
2008-10-30,114.65,114.65,114.65,114.65,2970.0,0.0
2008-10-31,114.59,114.59,114.59,114.59,450.0,0.0
2008-11-03,114.83,114.83,114.83,114.83,3220.0,0.0
2008-11-04,114.86,114.86,114.86,114.86,608.0,0.0
2008-11-05,114.94,114.94,114.94,114.94,2760.0,0.0
2008-11-06,115.1,115.1,115.1,115.1,530.0,0.0
2008-11-07,115.43,115.43,115.43,115.43,2310.0,0.0
2008-11-10,116.52,116.52,116.52,116.52,2450.0,0.0
2008-11-11,116.46,116.46,116.46,116.46,1290.0,0.0
2008-11-12,116.69,116.69,116.69,116.69,1042.0,0.0
2008-11-13,117.05,117.05,117.05,117.05,2940.0,0.0
2008-11-14,116.3,116.3,116.3,116.3,1220.0,0.0
2008-11-17,115.97,115.97,115.97,115.97,580.0,0.0
2008-11-18,116.21,116.21,116.21,116.21,360.0,0.0
2008-11-19,115.17,115.17,115.17,115.17,680.0,0.0
2008-11-20,115.9,115.9,115.9,115.9,3110.0,0.0
2008-11-21,116.04,116.04,116.04,116.04,1505.0,0.0
2008-11-24,115.75,115.75,115.75,115.75,1120.0,0.0
2008-11-25,115.15,115.15,115.15,115.15,440.0,0.0
2008-11-26,115.71,115.71,115.71,115.71,1400.0,0.0
2008-11-27,116.6,116.6,116.6,116.6,550.0,0.0
2008-11-28,116.35,116.35,116.35,116.35,1322.0,0.0
2008-12-01,116.09,116.09,116.09,116.09,500.0,0.0
2008-12-02,116.2,116.2,116.2,116.2,710.0,0.0
2008-12-03,116.58,116.58,116.58,116.58,4015.0,0.0
2008-12-04,116.84,116.84,116.84,116.84,1546.0,0.0
2008-12-05,117.07,117.07,117.07,117.07,540.0,0.0
2008-12-08,117.29,117.29,117.29,117.29,700.0,0.0
2008-12-09,116.69,116.69,116.69,116.69,1930.0,0.0
2008-12-10,116.66,116.66,116.66,116.66,2425.0,0.0
2008-12-11,116.71,116.71,116.71,116.71,1920.0,0.0
2008-12-12,117.44,117.44,117.44,117.44,2980.0,0.0
2008-12-15,117.79,117.79,117.79,117.79,2010.0,0.0
2008-12-16,118.06,118.06,118.06,118.06,1710.0,0.0
2008-12-17,119.57,119.57,119.57,119.57,1990.0,0.0
2008-12-18,120.01,120.01,120.01,120.01,1840.0,0.0
2008-12-19,119.94,119.94,119.94,119.94,2420.0,0.0
2008-12-22,119.91,119.91,119.91,119.91,2270.0,0.0
2008-12-23,120.0,120.0,120.0,120.0,4130.0,0.0
2008-12-24,119.89,119.89,119.89,119.89,1560.0,0.0
2008-12-25,119.88,119.88,119.88,119.88,1102.42,0.0
2008-12-26,119.75,119.75,119.75,119.75,3680.0,0.0
2008-12-29,119.72,119.72,119.72,119.72,960.0,0.0
2008-12-30,119.79,119.79,119.79,119.79,1055.0,0.0
2008-12-31,119.77,119.77,119.77,119.77,550.0,0.0
2009-01-04,120.16,120.16,120.16,120.16,360.0,0.0
2009-01-05,120.09,120.09,120.09,120.09,1785.0,0.0
2009-01-06,120.3,120.3,120.3,120.3,4981.0,0.0
2009-01-07,120.38,120.38,120.38,120.38,3018.42,0.0
2009-01-08,120.39,120.39,120.39,120.39,1620.0,0.0
2009-01-09,120.34,120.34,120.34,120.34,2800.0,0.0
2009-01-12,120.26,120.26,120.26,120.26,5210.0,0.0
2009-01-13,119.36,119.36,119.36,119.36,3420.0,0.0
2009-01-14,118.6,118.6,118.6,118.6,2220.0,0.0
2009-01-15,117.71,117.71,117.71,117.71,2560.0,0.0
2009-01-16,117.1,117.1,117.1,117.1,3270.0,0.0
2009-01-19,116.81,116.81,116.81,116.81,3980.0,0.0
2009-01-20,115.93,115.93,115.93,115.93,4780.0,0.0
2009-01-21,115.75,115.75,115.75,115.75,5840.0,0.0
2009-01-22,116.39,116.39,116.39,116.39,3020.0,0.0
2009-01-23,116.42,116.42,116.42,116.42,3360.0,0.0
2009-01-24,116.48,116.48,116.48,116.48,200.0,0.0
2009-02-01,116.64,116.64,116.64,116.64,1740.0,0.0
2009-02-02,116.05,116.05,116.05,116.05,2250.0,0.0
2009-02-03,115.74,115.74,115.74,115.74,2833.0,0.0
2009-02-04,114.94,114.94,114.94,114.94,2280.0,0.0
2009-02-05,113.99,113.99,113.99,113.99,2792.0,0.0
2009-02-06,114.77,114.77,114.77,114.77,2369.0,0.0
2009-02-09,114.87,114.87,114.87,114.87,3290.0,0.0
2009-02-10,114.88,114.88,114.88,114.88,2090.0,0.0
2009-02-11,115.61,115.61,115.61,115.61,3200.0,0.0
2009-02-12,116.3,116.3,116.3,116.3,3040.0,0.0
2009-02-13,116.26,116.26,116.26,116.26,3460.0,0.0
2009-02-16,116.21,116.21,116.21,116.21,3206.0,0.0
2009-02-17,115.6,115.6,115.6,115.6,2510.0,0.0
2009-02-18,115.97,115.97,115.97,115.97,1770.0,0.0
2009-02-19,116.23,116.23,116.23,116.23,2270.0,0.0
2009-02-20,115.97,115.97,115.97,115.97,1180.0,0.0
2009-02-23,116.18,116.18,116.18,116.18,2179.0,0.0
2009-02-24,116.19,116.19,116.19,116.19,2070.0,0.0
2009-02-25,116.19,116.19,116.19,116.19,3280.0,0.0
2009-02-26,116.35,116.35,116.35,116.35,1736.0,0.0
2009-02-27,116.17,116.17,116.17,116.17,4458.0,0.0
2009-03-02,116.21,116.21,116.21,116.21,4460.0,0.0
2009-03-03,116.12,116.12,116.12,116.12,5070.0,0.0
2009-03-04,115.98,115.98,115.98,115.98,4433.0,0.0
2009-03-05,115.62,115.62,115.62,115.62,4050.0,0.0
2009-03-06,115.65,115.65,115.65,115.65,4070.0,0.0
2009-03-09,115.86,115.86,115.86,115.86,4320.0,0.0
2009-03-10,115.99,115.99,115.99,115.99,4370.0,0.0
2009-03-11,116.23,116.23,116.23,116.23,4416.0,0.0
2009-03-12,116.24,116.24,116.24,116.24,6704.0,0.0
2009-03-13,116.16,116.16,116.16,116.16,6650.0,0.0
2009-03-16,116.32,116.32,116.32,116.32,4882.0,0.0
2009-03-17,116.55,116.55,116.55,116.55,3100.0,0.0
2009-03-18,116.53,116.53,116.53,116.53,3720.0,0.0
2009-03-19,116.65,116.65,116.65,116.65,4870.0,0.0
2009-03-20,116.58,116.58,116.58,116.58,3470.0,0.0
2009-03-23,116.78,116.78,116.78,116.78,4240.0,0.0
2009-03-24,116.48,116.48,116.48,116.48,3810.0,0.0
2009-03-25,116.54,116.54,116.54,116.54,4300.0,0.0
2009-03-26,116.31,116.31,116.31,116.31,5100.0,0.0
2009-03-27,116.28,116.28,116.28,116.28,4729.0,0.0
2009-03-30,116.18,116.18,116.18,116.18,4010.0,0.0
2009-03-31,116.3,116.3,116.3,116.3,4438.0,0.0
2009-04-01,116.28,116.28,116.28,116.28,780.0,0.0
2009-04-02,116.15,116.15,116.15,116.15,1785.0,0.0
2009-04-03,116.06,116.06,116.06,116.06,2360.0,0.0
2009-04-07,116.08,116.08,116.08,116.08,1272.0,0.0
2009-04-08,115.94,115.94,115.94,115.94,790.0,0.0
2009-04-09,115.94,115.94,115.94,115.94,1660.0,0.0
2009-04-10,115.98,115.98,115.98,115.98,862.0,0.0
2009-04-13,115.91,115.91,115.91,115.91,1940.0,0.0
2009-04-14,116.03,116.03,116.03,116.03,750.0,0.0
2009-04-15,116.29,116.29,116.29,116.29,760.0,0.0
2009-04-16,116.28,116.28,116.28,116.28,1070.0,0.0
2009-04-17,116.42,116.42,116.42,116.42,1440.0,0.0
2009-04-20,116.45,116.45,116.45,116.45,790.0,0.0
2009-04-21,116.31,116.31,116.31,116.31,1030.0,0.0
2009-04-22,116.24,116.24,116.24,116.24,1140.0,0.0
2009-04-23,116.31,116.31,116.31,116.31,3910.0,0.0
2009-04-24,116.41,116.41,116.41,116.41,1275.0,0.0
2009-04-27,116.42,116.42,116.42,116.42,2060.0,0.0
2009-04-28,116.53,116.53,116.53,116.53,2090.0,0.0
2009-04-29,116.63,116.63,116.63,116.63,2750.0,0.0
2009-04-30,116.69,116.69,116.69,116.69,3400.0,0.0
2009-05-04,116.85,116.85,116.85,116.85,990.0,0.0
2009-05-05,116.75,116.75,116.75,116.75,1800.0,0.0
2009-05-06,116.7,116.7,116.7,116.7,1030.0,0.0
2009-05-07,116.83,116.83,116.83,116.83,11261.98,0.0
2009-05-08,117.06,117.06,117.06,117.06,1120.0,0.0
2009-05-11,117.03,117.03,117.03,117.03,960.0,0.0
2009-05-12,117.18,117.18,117.18,117.18,1690.0,0.0
2009-05-13,117.38,117.38,117.38,117.38,2490.0,0.0
2009-05-14,117.36,117.36,117.36,117.36,400.0,0.0
2009-05-15,117.52,117.52,117.52,117.52,530.0,0.0
2009-05-18,117.59,117.59,117.59,117.59,1100.0,0.0
2009-05-19,117.51,117.51,117.51,117.51,3430.0,0.0
2009-05-20,117.59,117.59,117.59,117.59,920.0,0.0
2009-05-21,117.49,117.49,117.49,117.49,510.0,0.0
2009-05-22,117.34,117.34,117.34,117.34,440.0,0.0
2009-05-25,117.41,117.41,117.41,117.41,1420.0,0.0
2009-05-26,117.31,117.31,117.31,117.31,1948.0,0.0
2009-05-27,117.39,117.39,117.39,117.39,1230.0,0.0
2009-05-31,117.47,117.47,117.47,117.47,278.0,0.0
2009-06-01,117.42,117.42,117.42,117.42,670.0,0.0
2009-06-02,117.4,117.4,117.4,117.4,899.0,0.0
2009-06-03,117.49,117.49,117.49,117.49,870.0,0.0
2009-06-04,117.39,117.39,117.39,117.39,645.0,0.0
2009-06-05,117.3,117.3,117.3,117.3,775.0,0.0
2009-06-08,117.44,117.44,117.44,117.44,430.0,0.0
2009-06-09,117.38,117.38,117.38,117.38,360.0,0.0
2009-06-10,117.32,117.32,117.32,117.32,830.0,0.0
2009-06-11,117.37,117.37,117.37,117.37,1288.0,0.0
2009-06-12,117.16,117.16,117.16,117.16,3088.0,0.0
2009-06-15,117.18,117.18,117.18,117.18,950.0,0.0
2009-06-16,117.19,117.19,117.19,117.19,370.0,0.0
2009-06-17,117.24,117.24,117.24,117.24,700.0,0.0
2009-06-18,117.22,117.22,117.22,117.22,1725.0,0.0
2009-06-19,117.4,117.4,117.4,117.4,1700.0,0.0
2009-06-22,117.18,117.18,117.18,117.18,1320.0,0.0
2009-06-23,117.01,117.01,117.01,117.01,1200.0,0.0
2009-06-24,116.92,116.92,116.92,116.92,1540.0,0.0
2009-06-25,116.75,116.75,116.75,116.75,1870.0,0.0
2009-06-26,116.7,116.7,116.7,116.7,780.0,0.0
2009-06-29,116.69,116.69,116.69,116.69,1520.0,0.0
2009-06-30,116.6,116.6,116.6,116.6,1170.0,0.0
2009-07-01,116.59,116.59,116.59,116.59,2060.0,0.0
2009-07-02,116.75,116.75,116.75,116.75,1360.0,0.0
2009-07-03,116.73,116.73,116.73,116.73,1600.0,0.0
2009-07-06,116.67,116.67,116.67,116.67,1230.0,0.0
2009-07-07,116.67,116.67,116.67,116.67,800.0,0.0
2009-07-08,116.66,116.66,116.66,116.66,2810.0,0.0
2009-07-09,116.41,116.41,116.41,116.41,1640.0,0.0
2009-07-10,116.35,116.35,116.35,116.35,1610.0,0.0
2009-07-13,116.24,116.24,116.24,116.24,2040.0,0.0
2009-07-14,116.21,116.21,116.21,116.21,1510.0,0.0
2009-07-15,115.75,115.75,115.75,115.75,2340.0,0.0
2009-07-16,115.23,115.23,115.23,115.23,3120.0,0.0
2009-07-17,114.91,114.91,114.91,114.91,3320.0,0.0
2009-07-20,114.86,114.86,114.86,114.86,4130.0,0.0
2009-07-21,114.96,114.96,114.96,114.96,1570.0,0.0
2009-07-22,115.08,115.08,115.08,115.08,3885.0,0.0
2009-07-23,115.11,115.11,115.11,115.11,2380.0,0.0
2009-07-24,114.84,114.84,114.84,114.84,2210.0,0.0
2009-07-27,114.79,114.79,114.79,114.79,2240.0,0.0
2009-07-28,115.03,115.03,115.03,115.03,3060.0,0.0
2009-07-29,114.93,114.93,114.93,114.93,5190.0,0.0
2009-07-30,114.96,114.96,114.96,114.96,2680.0,0.0
2009-07-31,114.69,114.69,114.69,114.69,4390.0,0.0
2009-08-03,114.59,114.59,114.59,114.59,2620.0,0.0
2009-08-04,114.74,114.74,114.74,114.74,2820.0,0.0
2009-08-05,114.87,114.87,114.87,114.87,2780.0,0.0
2009-08-06,114.83,114.83,114.83,114.83,2821.0,0.0
2009-08-07,114.84,114.84,114.84,114.84,3462.0,0.0
2009-08-10,114.84,114.84,114.84,114.84,4445.0,0.0
2009-08-11,114.9,114.9,114.9,114.9,4434.0,0.0
2009-08-12,114.75,114.75,114.75,114.75,3700.0,0.0
2009-08-13,114.64,114.64,114.64,114.64,4341.0,0.0
2009-08-14,114.74,114.74,114.74,114.74,1592.0,0.0
2009-08-17,114.86,114.86,114.86,114.86,1590.0,0.0
2009-08-18,115.08,115.08,115.08,115.08,1620.0,0.0
2009-08-19,115.13,115.13,115.13,115.13,1622.0,0.0
2009-08-20,115.09,115.09,115.09,115.09,2620.0,0.0
2009-08-21,115.15,115.15,115.15,115.15,1981.0,0.0
2009-08-24,115.25,115.25,115.25,115.25,3620.0,0.0
2009-08-25,115.27,115.27,115.27,115.27,4410.0,0.0
2009-08-26,115.28,115.28,115.28,115.28,3370.0,0.0
2009-08-27,115.26,115.26,115.26,115.26,3330.0,0.0
2009-08-28,115.33,115.33,115.33,115.33,2311.0,0.0
2009-08-31,115.39,115.39,115.39,115.39,1711.0,0.0
2009-09-01,115.46,115.46,115.46,115.46,2721.0,0.0
2009-09-02,115.47,115.47,115.47,115.47,3388.0,0.0
2009-09-03,115.47,115.47,115.47,115.47,3120.0,0.0
2009-09-04,115.52,115.52,115.52,115.52,2006.0,0.0
2009-09-07,115.81,115.81,115.81,115.81,1840.0,0.0
2009-09-08,115.83,115.83,115.83,115.83,1620.0,0.0
2009-09-09,115.83,115.83,115.83,115.83,1620.0,0.0
2009-09-10,115.68,115.68,115.68,115.68,1700.0,0.0
2009-09-11,115.56,115.56,115.56,115.56,3543.0,0.0
2009-09-14,115.54,115.54,115.54,115.54,1749.0,0.0
2009-09-15,115.54,115.54,115.54,115.54,1701.0,0.0
2009-09-16,115.61,115.61,115.61,115.61,2401.0,0.0
2009-09-17,115.51,115.51,115.51,115.51,1912.0,0.0
2009-09-18,115.45,115.45,115.45,115.45,1990.0,0.0
2009-09-21,115.25,115.25,115.25,115.25,2630.0,0.0
2009-09-22,115.13,115.13,115.13,115.13,1740.0,0.0
2009-09-23,115.08,115.08,115.08,115.08,1162.0,0.0
2009-09-24,114.96,114.96,114.96,114.96,1500.0,0.0
2009-09-25,115.0,115.0,115.0,115.0,900.0,0.0
2009-09-27,115.02,115.02,115.02,115.02,93.0,0.0
2009-09-28,115.04,115.04,115.04,115.04,1130.0,0.0
2009-09-29,115.05,115.05,115.05,115.05,828.0,0.0
2009-09-30,115.03,115.03,115.03,115.03,160.0,0.0
2009-10-09,114.86,114.86,114.86,114.86,1502.0,0.0
2009-10-10,114.76,114.76,114.76,114.76,997.0,0.0
